pair,word_x,word_y,scores,qtype
wealth-money,wealth,money,"[6.5, 10.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.5, 9.0, 8.0, 9.8, 9.0, 10.0, 10.0, 9.0, 8.0, 10.0, 10.0, 7.0, 9.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 7.0, 10.0, 10.0, 9.0, 9.0, 7.0, 7.0, 10.0, 7.0, 9.0, 8.0, 10.0, 10.0, 8.0, 10.0, 7.0, 8.0, 6.0, 9.0, 9.0, 10.0, 8.5, 10.0, 10.0]",inv-sim
troops-war,troops,war,"[8.0, 10.0, 9.0, 7.0, 8.0, 8.0, 8.0, 8.5, 8.0, 10.0, 8.7, 1.0, 10.0, 10.0, 5.0, 10.0, 6.0, 10.0, 9.0, 9.0, 10.0, 9.0, 9.0, 10.0, 10.0, 8.0, 9.0, 8.0, 9.0, 8.0, 8.0, 7.0, 5.0, 10.0, 7.0, 9.0, 9.0, 9.0, 8.0, 9.0, 10.0, 7.0, 4.0, 8.0, 10.0, 7.0, 10.0, 10.0, 8.0, 10.0]",inv-sim
thunderstorm-shower,thunderstorm,shower,"[3.0, 0.0, 6.0, 7.0, 7.0, 9.0, 8.0, 8.0, 2.0, 5.0, 8.4, 4.0, 10.0, 7.0, 1.0, 6.0, 8.0, 4.0, 5.0, 5.0, 5.0, 1.0, 7.0, 8.0, 6.0, 5.0, 6.0, 5.0, 5.0, 9.0, 6.0, 6.0, 4.0, 5.0, 6.0, 6.0, 5.0, 2.0, 9.0, 5.0, 9.0, 7.0, 4.0, 8.0, 8.0, 8.0, 2.0, 5.0, 9.0, 7.0]",inv-sim
theater-movie,theater,movie,"[7.0, 10.0, 9.0, 10.0, 8.0, 9.0, 8.0, 8.5, 9.0, 8.0, 9.3, 9.0, 8.0, 10.0, 8.0, 9.0, 9.0, 10.0, 7.0, 8.0, 8.0, 7.0, 9.0, 10.0, 10.0, 8.0, 9.0, 7.0, 10.0, 8.0, 8.0, 6.0, 5.0, 9.0, 6.0, 8.0, 2.0, 10.0, 9.0, 8.0, 10.0, 7.0, 7.0, 4.0, 9.0, 9.0, 9.0, 7.0, 9.0, 9.0]",inv-sim
sun-planet,sun,planet,"[7.0, 10.0, 8.0, 3.0, 4.0, 6.0, 8.0, 3.0, 5.0, 7.0, 7.2, 2.0, 4.0, 10.0, 0.0, 10.0, 5.0, 10.0, 7.0, 1.0, 10.0, 5.0, 7.0, 9.0, 9.0, 9.0, 9.0, 9.0, 5.0, 3.0, 8.0, 5.0, 7.0, 8.0, 3.0, 8.0, 6.0, 8.0, 8.0, 8.0, 5.0, 6.5, 6.0, 8.0, 10.0, 8.0, 6.5, 10.0, 10.0, 8.0]",inv-sim
season-baseball,season,baseball,"[0.0, 3.0, 3.0, 2.0, 6.0, 7.0, 4.0, 4.0, 3.0, 3.0, 6.1, 6.0, 8.0, 4.0, 4.0, 4.0, 8.0, 8.0, 6.0, 0.0, 5.0, 1.0, 4.0, 9.0, 5.0, 5.0, 4.0, 2.0, 9.0, 3.0, 6.0, 6.0, 3.0, 7.0, 3.0, 4.0, 7.5, 4.0, 3.0, 6.0, 5.0, 5.0, 6.0, 7.0, 8.0, 6.0, 5.0, 8.0, 6.0, 3.0]",inv-sim
science-psychology,science,psychology,"[6.0, 5.0, 6.0, 6.0, 4.0, 5.0, 7.0, 5.0, 3.0, 5.0, 5.8, 6.0, 9.0, 7.0, 3.0, 4.0, 5.0, 8.0, 6.0, 5.0, 5.0, 4.0, 5.0, 7.0, 10.0, 9.0, 9.0, 3.0, 10.0, 3.0, 1.0, 5.0, 7.0, 7.0, 7.0, 7.0, 8.0, 6.0, 7.0, 8.0, 7.0, 5.0, 5.0, 6.0, 4.0, 9.0, 8.0, 8.0, 8.0, 5.0]",inv-sim
report-news,report,news,"[9.0, 10.0, 8.0, 7.0, 9.0, 7.0, 9.0, 7.5, 10.0, 8.0, 7.2, 5.0, 10.0, 8.0, 7.3, 6.0, 9.0, 9.0, 7.0, 5.0, 8.0, 8.0, 7.0, 10.0, 9.0, 8.0, 7.0, 9.0, 10.0, 7.0, 8.0, 9.0, 6.0, 10.0, 6.0, 8.0, 6.0, 10.0, 8.0, 8.0, 10.0, 5.0, 6.0, 8.0, 9.0, 9.0, 9.0, 9.0, 10.0, 9.0]",inv-sim
racket-tennis,racket,tennis,"[7.0, 10.0, 9.0, 9.0, 6.0, 9.0, 8.0, 8.0, 8.0, 7.0, 9.2, 2.0, 10.0, 9.0, 6.8, 10.0, 7.0, 10.0, 8.0, 9.0, 10.0, 8.5, 9.0, 10.0, 10.0, 9.0, 8.0, 6.0, 5.0, 8.0, 8.0, 6.0, 7.0, 9.0, 6.0, 8.0, 4.0, 7.0, 6.0, 9.0, 10.0, 5.0, 6.0, 6.0, 9.0, 6.0, 8.0, 10.0, 8.0, 8.0]",inv-sim
prominence-size,prominence,size,"[4.0, 3.0, 6.0, 4.0, 5.0, 4.0, 9.0, 6.0, 8.0, 7.0, 3.8, 8.0, 7.0, 7.0, 7.3, 8.0, 6.0, 3.0, 8.0, 3.0, 5.0, 5.5, 5.0, 9.0, 6.0, 7.0, 7.0, 0.0, 9.0, 3.0, 8.5, 9.0, 8.0, 10.0, 5.0, 8.0, 5.0, 3.0, 9.0, 9.0, 8.0, 9.0, 6.0, 5.0, 6.0, 9.0, 5.0, 8.0, 10.0, 10.0]",inv-sim
possession-money,possession,money,"[4.0, 0.0, 3.0, 8.0, 6.0, 8.0, 5.0, 7.0, 9.0, 6.0, 7.4, 8.0, 8.0, 5.0, 4.0, 8.0, 8.0, 9.0, 7.0, 4.0, 5.0, 8.0, 7.0, 9.0, 5.0, 5.0, 7.0, 6.0, 10.0, 3.0, 8.0, 3.0, 2.0, 10.0, 4.0, 6.0, 9.0, 5.0, 8.0, 8.0, 5.0, 5.0, 7.0, 8.0, 6.0, 9.0, 5.0, 3.0, 7.0, 9.0]",inv-sim
plan-peace,plan,peace,"[1.0, 0.0, 1.0, 6.0, 2.0, 8.0, 6.0, 2.0, 0.0, 5.0, 1.7, 3.0, 2.0, 4.0, 1.0, 7.0, 4.0, 0.0, 7.0, 5.0, 8.0, 7.0, 5.0, 9.0, 3.0, 3.0, 6.0, 2.0, 5.0, 3.0, 1.0, 3.0, 3.0, 1.0, 3.0, 2.0, 3.0, 0.0, 2.0, 7.0, 3.0, 3.0, 4.0, 3.0, 8.0, 2.0, 5.0, 2.0, 2.0, 2.0]",inv-sim
personnel-doctor,personnel,doctor,"[1.0, 4.0, 5.0, 6.0, 2.0, 6.0, 7.0, 3.0, 4.0, 1.0, 6.7, 6.0, 6.0, 5.0, 2.0, 3.0, 4.0, 5.0, 5.0, 1.0, 6.0, 3.0, 5.0, 6.0, 3.0, 1.0, 6.0, 5.0, 9.0, 3.0, 6.0, 4.0, 2.0, 8.0, 1.0, 5.0, 7.0, 3.0, 2.0, 6.0, 2.0, 3.0, 7.0, 5.0, 4.0, 5.0, 6.0, 2.0, 9.0, 8.0]",inv-sim
peace-minority,peace,minority,"[0.0, 0.0, 0.0, 2.0, 2.0, 6.0, 4.0, 5.0, 0.0, 2.0, 0.9, 2.0, 0.0, 0.0, 1.0, 3.0, 3.0, 0.0, 5.0, 0.0, 5.0, 3.0, 1.0, 2.0, 2.0, 1.0, 3.0, 1.0, 1.0, 3.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 7.5, 2.0, 1.0, 2.0, 0.0, 0.0, 2.0, 6.0, 3.0, 5.0, 5.0, 2.0, 0.0, 0.0]",inv-sim
peace-Arafat,peace,Arafat,"[0.0, 0.0, 0.0, 0.0, 1.0, 7.0, 0.0, 2.0, 1.0, 3.0, 0.5, 1.0, 1.0, 4.0, 1.0, 5.0, 2.0, 0.0, 6.0, 1.0, 5.0, 3.0, 0.0, 4.0, 3.0, 8.0, 7.0, 1.0, 5.0, 3.0, 6.0, 5.0, 1.0, 5.0, 5.0, 3.0, 8.0, 2.0, 3.0, 3.0, 7.0, 2.0, 2.0, 1.0, 0.0, 1.0, 0.0, 5.0, 7.0, 6.0]",inv-sim
oil-OPEC,oil,OPEC,"[6.0, 0.0, 7.0, 10.0, 8.0, 7.0, 7.0, 7.5, 4.0, 7.0, 0.0, 5.0, 10.0, 7.0, 3.0, 5.0, 7.0, 6.0, 6.0, 9.0, 2.0, 2.5, 9.0, 10.0, 10.0, 10.0, 7.0, 7.0, 5.0, 7.0, 8.0, 4.0, 5.0, 10.0, 8.0, 8.0, 8.0, 6.0, 8.0, 4.0, 9.0, 7.0, 5.0, 6.0, 10.0, 7.0, 0.0, 10.0, 9.0, 9.0]",inv-sim
news-Wednesday,news,Wednesday,"[0.0, 0.0, 0.0, 2.0, 2.0, 4.0, 3.0, 0.0, 0.0, 3.0, 0.2, 5.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 6.0, 0.0, 1.0, 1.0, 0.0, 5.0, 1.0, 0.0, 3.0, 0.0, 1.0, 3.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 9.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0]",inv-sim
money-grocery,money,grocery,"[0.0, 0.0, 2.0, 3.0, 2.0, 8.0, 2.0, 3.0, 2.0, 2.0, 3.2, 3.0, 4.0, 7.0, 1.0, 6.0, 6.0, 10.0, 6.0, 0.0, 10.0, 3.0, 5.0, 3.0, 5.0, 2.0, 4.0, 2.0, 9.0, 3.0, 2.0, 2.0, 1.0, 0.0, 1.0, 5.0, 3.4, 4.0, 2.0, 6.0, 0.0, 0.0, 5.0, 7.0, 8.0, 4.0, 0.0, 2.0, 5.0, 4.0]",inv-sim
market-currency,market,currency,"[3.0, 4.0, 5.0, 7.0, 3.0, 7.0, 7.0, 6.5, 2.0, 5.0, 6.3, 3.0, 3.0, 6.0, 6.3, 8.0, 8.0, 7.0, 7.0, 4.0, 10.0, 10.0, 8.0, 10.0, 8.0, 6.0, 7.0, 7.0, 5.0, 3.0, 7.0, 2.0, 5.0, 10.0, 6.0, 7.0, 5.0, 4.0, 10.0, 8.0, 2.0, 5.0, 6.0, 6.0, 8.0, 7.0, 6.0, 2.0, 7.0, 9.0]",inv-sim
loss-dollar,loss,dollar,"[2.0, 2.0, 3.0, 3.0, 2.0, 6.0, 5.0, 4.0, 0.0, 3.0, 4.4, 3.0, 2.0, 1.0, 1.5, 4.0, 4.0, 4.0, 4.0, 0.0, 5.0, 4.0, 0.0, 8.0, 2.0, 3.0, 5.0, 0.0, 4.0, 3.0, 0.0, 2.0, 3.0, 0.0, 1.0, 2.0, 2.0, 5.0, 4.0, 5.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 3.0, 0.0, 2.0, 1.0]",inv-sim
liability-doctor,liability,doctor,"[4.0, 0.0, 3.0, 7.0, 2.0, 7.0, 2.0, 2.0, 0.0, 1.0, 6.2, 1.0, 5.0, 2.0, 2.0, 9.0, 5.0, 0.0, 4.0, 5.0, 10.0, 8.0, 8.0, 6.0, 8.0, 2.0, 5.0, 2.0, 0.0, 5.0, 6.0, 2.0, 2.0, 2.0, 5.0, 4.0, 5.0, 6.0, 8.0, 7.0, 3.0, 5.0, 5.0, 1.0, 6.0, 5.0, 5.0, 5.0, 3.0, 7.0]",inv-sim
lesson-life,lesson,life,"[6.5, 0.0, 5.0, 6.0, 6.0, 7.0, 5.0, 4.5, 4.0, 9.0, 2.3, 1.0, 0.0, 10.0, 7.8, 8.0, 8.0, 7.0, 7.0, 5.0, 4.0, 5.0, 5.0, 10.0, 4.0, 5.0, 4.0, 5.0, 2.0, 3.0, 6.0, 6.0, 3.0, 6.0, 5.0, 6.0, 6.5, 3.0, 6.0, 4.0, 10.0, 0.0, 3.0, 5.0, 7.0, 6.0, 0.0, 5.0, 8.0, 3.0]",inv-sim
kind-type,kind,type,"[9.0, 10.0, 0.0, 0.0, 8.0, 9.0, 10.0, 8.0, 10.0, 9.0, 8.1, 2.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 5.0, 2.0, 8.0, 5.0, 0.0, 7.0, 7.0, 0.0, 7.0, 9.0, 5.0, 4.0, 3.0, 9.0, 5.0, 10.0, 3.0, 10.0, 5.6, 2.0, 8.0, 9.0, 10.0, 9.0, 9.0, 4.0, 3.0, 2.0, 8.0, 5.0, 10.0, 10.0]",inv-sim
kilometer-mile,kilometer,mile,"[6.0, 3.0, 8.0, 3.0, 4.0, 8.0, 9.0, 9.0, 8.0, 9.0, 9.7, 5.0, 10.0, 10.0, 8.0, 6.0, 8.0, 10.0, 7.0, 5.0, 10.0, 9.0, 8.0, 8.0, 8.0, 8.0, 9.0, 6.2, 8.0, 8.0, 9.0, 3.0, 7.0, 8.0, 9.0, 7.0, 6.2, 5.0, 7.0, 8.0, 10.0, 8.0, 7.0, 8.0, 9.0, 9.0, 5.0, 8.0, 9.5, 10.0]",inv-sim
jaguar-stock,jaguar,stock,"[0.0, 0.0, 0.0, 0.0, 3.0, 6.0, 3.0, 0.0, 0.0, 2.0, 1.2, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 6.0, 0.0, 0.0, 1.0, 0.0, 2.0, 1.0, 0.0, 2.0, 1.0, 0.0, 2.0, 0.0, 0.0]",inv-sim
isolation-situation,isolation,situation,"[0.0, 0.0, 0.0, 0.0, 3.0, 5.0, 2.0, 1.0, 3.0, 3.0, 0.7, 6.0, 1.0, 0.0, 1.0, 4.0, 6.0, 6.0, 5.0, 3.0, 3.0, 2.0, 1.0, 5.0, 2.0, 2.0, 5.0, 0.0, 3.0, 3.0, 2.0, 2.0, 1.0, 4.0, 3.0, 3.0, 7.0, 2.0, 2.0, 3.0, 3.0, 0.0, 3.0, 4.0, 2.0, 5.0, 0.0, 2.0, 1.0, 0.0]",inv-sim
insurance-peace,insurance,peace,"[0.0, 0.0, 0.0, 1.0, 2.0, 5.0, 5.0, 3.0, 0.0, 1.0, 0.3, 2.0, 1.0, 0.0, 4.0, 2.0, 2.0, 1.0, 7.0, 0.0, 4.0, 4.0, 6.0, 3.0, 2.0, 0.0, 6.0, 4.0, 10.0, 3.0, 2.0, 1.0, 1.0, 0.0, 0.0, 2.0, 3.0, 5.0, 2.0, 7.0, 0.0, 2.0, 2.0, 1.0, 7.0, 5.0, 2.0, 0.0, 3.0, 6.0]",inv-sim
information-precedent,information,precedent,"[2.0, 0.0, 3.0, 2.0, 3.0, 6.0, 7.0, 3.0, 7.0, 2.0, 4.1, 4.0, 6.0, 1.0, 3.0, 5.0, 6.0, 2.0, 7.0, 4.0, 6.0, 7.0, 5.0, 6.0, 5.0, 2.0, 5.0, 1.0, 5.0, 3.0, 9.0, 4.0, 3.0, 2.0, 3.0, 3.0, 9.0, 6.0, 4.0, 3.0, 8.0, 4.0, 4.0, 5.0, 6.0, 4.0, 7.0, 3.0, 7.0, 5.0]",inv-sim
implement-tool,implement,tool,"[7.5, 3.0, 7.0, 8.0, 8.0, 9.0, 9.0, 5.5, 10.0, 9.0, 3.1, 3.0, 4.0, 4.0, 1.0, 7.0, 9.0, 7.0, 4.0, 4.0, 3.0, 6.0, 8.0, 10.0, 5.0, 7.0, 3.0, 10.0, 10.0, 8.0, 9.0, 7.0, 7.0, 10.0, 3.0, 10.0, 6.7, 2.0, 6.0, 4.0, 10.0, 1.0, 4.0, 6.0, 1.0, 6.0, 2.0, 8.0, 9.5, 6.0]",inv-sim
gain-media,gain,media,"[1.0, 0.0, 2.0, 0.0, 2.0, 4.0, 3.0, 2.0, 0.0, 1.0, 4.5, 7.0, 0.0, 0.0, 3.0, 5.0, 3.0, 0.0, 6.0, 0.0, 5.0, 6.0, 0.0, 1.0, 2.0, 0.0, 6.0, 1.0, 5.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 5.0, 2.0, 2.0, 2.0, 0.0, 0.0, 5.0, 5.0, 1.0, 5.0, 0.0, 0.0, 0.0, 0.0]",inv-sim
forest-coast,forest,coast,"[0.0, 0.0, 0.0, 0.0, 2.0, 3.0, 2.0, 3.5, 5.0, 1.0, 6.3, 2.0, 0.0, 6.0, 0.0, 3.0, 6.0, 4.0, 2.0, 0.0, 1.0, 7.0, 1.0, 7.0, 4.0, 0.0, 6.0, 2.0, 1.0, 5.0, 7.0, 2.0, 3.0, 0.0, 1.0, 6.0, 8.3, 6.0, 3.0, 6.0, 3.0, 0.0, 5.0, 6.0, 3.0, 6.0, 0.0, 0.0, 1.0, 3.0]",inv-sim
food-cup,food,cup,"[1.0, 3.0, 1.0, 0.0, 3.0, 4.0, 1.0, 1.0, 4.0, 2.0, 2.1, 3.0, 5.0, 5.0, 3.0, 1.0, 3.0, 10.0, 6.0, 0.0, 6.0, 6.0, 1.0, 7.0, 1.0, 2.0, 5.0, 1.0, 3.0, 3.0, 2.0, 1.0, 2.0, 0.0, 2.0, 5.0, 2.0, 2.0, 5.0, 2.0, 2.0, 2.0, 2.0, 6.0, 6.0, 5.0, 0.0, 0.0, 2.0, 2.0]",inv-sim
fauna-tiger,fauna,tiger,"[0.0, 0.0, 4.0, 0.0, 2.0, 4.0, 7.0, 3.0, 6.0, 1.0, 8.6, 2.0, 3.0, 0.0, 4.0, 3.0, 7.0, 7.0, 5.0, 0.0, 0.0, 3.0, 0.0, 1.0, 2.0, 8.0, 7.0, 5.0, 9.0, 8.0, 6.5, 3.0, 5.0, 9.0, 5.0, 7.0, 5.0, 8.0, 1.0, 2.0, 10.0, 3.0, 4.0, 5.0, 0.0, 4.0, 2.0, 2.0, 9.0, 5.0]",inv-sim
example-precedent,example,precedent,"[1.0, 0.0, 0.0, 8.0, 7.0, 8.0, 9.0, 3.5, 10.0, 6.0, 8.1, 4.0, 1.0, 4.0, 2.0, 6.0, 7.0, 10.0, 6.0, 5.0, 3.0, 4.0, 8.0, 10.0, 5.0, 4.0, 4.0, 7.0, 9.0, 3.0, 9.0, 7.0, 7.0, 6.0, 7.0, 8.0, 8.5, 8.0, 10.0, 5.0, 9.0, 4.0, 8.0, 6.0, 9.0, 5.0, 8.0, 6.0, 7.0, 9.0]",inv-sim
evidence-lawyer,evidence,lawyer,"[3.0, 5.0, 7.0, 5.0, 5.0, 9.0, 2.0, 5.0, 4.0, 6.0, 7.8, 2.0, 9.0, 10.0, 1.5, 10.0, 7.0, 6.0, 7.0, 5.0, 10.0, 7.0, 8.0, 8.0, 8.0, 8.0, 7.0, 6.0, 9.0, 7.0, 7.0, 3.0, 6.0, 9.0, 6.0, 8.0, 4.0, 9.0, 4.0, 8.0, 6.0, 5.0, 4.0, 8.0, 9.0, 7.0, 8.0, 7.0, 5.0, 9.0]",inv-sim
entity-cup,entity,cup,"[0.0, 0.0, 4.0, 4.0, 2.0, 4.0, 2.0, 0.0, 0.0, 1.0, 0.2, 3.0, 0.0, 0.0, 1.0, 1.0, 2.0, 7.0, 6.0, 0.0, 0.0, 3.0, 0.0, 1.0, 7.0, 0.0, 5.0, 1.0, 2.0, 3.0, 0.0, 2.0, 2.0, 0.0, 1.0, 3.0, 5.0, 1.0, 2.0, 2.0, 1.0, 0.0, 6.0, 3.0, 1.0, 5.0, 1.0, 0.0, 0.0, 2.0]",inv-sim
egg-fertility,egg,fertility,"[7.0, 10.0, 9.0, 7.0, 7.0, 7.0, 6.0, 7.0, 5.0, 6.0, 7.7, 6.0, 5.0, 6.0, 1.0, 10.0, 7.0, 10.0, 7.0, 8.0, 10.0, 9.5, 8.0, 10.0, 10.0, 8.0, 8.0, 6.0, 8.0, 8.0, 8.0, 8.0, 6.0, 10.0, 6.0, 7.0, 6.0, 8.0, 5.0, 8.0, 8.0, 6.0, 3.0, 8.0, 7.0, 9.0, 7.5, 10.0, 9.5, 6.0]",inv-sim
drought-summer,drought,summer,"[3.0, 5.0, 3.0, 7.0, 3.0, 7.0, 2.0, 7.0, 5.0, 5.0, 1.7, 3.0, 6.0, 6.0, 3.0, 7.0, 9.0, 8.0, 5.0, 5.0, 5.0, 9.5, 7.0, 7.0, 9.0, 6.0, 6.0, 3.0, 10.0, 3.0, 7.5, 6.0, 3.0, 7.0, 4.0, 7.0, 8.6, 4.0, 5.0, 6.0, 3.0, 4.0, 6.0, 6.0, 6.0, 7.0, 4.0, 5.0, 7.0, 6.0]",inv-sim
discipline-psychology,discipline,psychology,"[1.0, 0.0, 4.0, 2.0, 4.0, 6.0, 5.0, 3.0, 6.0, 4.0, 4.8, 6.0, 0.0, 6.0, 2.1, 7.0, 4.0, 4.0, 6.0, 7.0, 10.0, 4.5, 6.0, 5.0, 5.0, 6.0, 8.0, 3.0, 9.0, 5.0, 7.5, 5.0, 6.0, 4.0, 3.0, 3.0, 1.0, 5.0, 5.0, 2.0, 4.0, 4.0, 7.0, 5.0, 5.0, 8.0, 1.0, 5.0, 8.0, 7.0]",inv-sim
currency-money,currency,money,"[10.0, 10.0, 9.0, 10.0, 9.9, 8.0, 10.0, 9.5, 10.0, 10.0, 10.0, 4.0, 10.0, 10.0, 7.9, 10.0, 10.0, 10.0, 5.0, 9.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 9.0, 10.0, 4.0, 9.0, 8.0, 9.0, 9.0, 10.0, 10.0, 10.0, 6.3, 6.0, 10.0, 9.0, 10.0, 7.0, 9.0, 7.0, 10.0, 9.0, 10.0, 10.0, 10.0, 10.0]",inv-sim
crisis-government,crisis,government,"[1.0, 0.0, 9.0, 3.0, 5.0, 7.0, 2.0, 2.0, 0.0, 2.0, 1.9, 2.0, 6.0, 5.0, 6.1, 6.0, 5.0, 4.0, 6.0, 1.0, 2.0, 7.0, 4.0, 5.0, 4.0, 3.0, 6.0, 3.0, 2.0, 3.0, 6.0, 3.0, 2.0, 5.0, 4.0, 3.0, 3.4, 2.0, 6.0, 3.0, 8.0, 1.0, 2.0, 4.0, 5.0, 5.0, 3.0, 2.0, 7.0, 4.0]",inv-sim
credibility-chance,credibility,chance,"[0.0, 0.0, 2.0, 1.0, 2.0, 5.0, 5.0, 0.0, 3.0, 1.0, 3.6, 7.0, 5.0, 4.0, 0.0, 4.0, 1.0, 5.0, 5.0, 1.0, 4.0, 7.0, 5.0, 4.0, 1.0, 1.0, 5.0, 0.0, 5.0, 3.0, 1.0, 6.0, 1.0, 0.0, 3.0, 3.0, 7.0, 2.0, 1.0, 3.0, 1.0, 3.0, 5.0, 5.0, 1.0, 4.0, 0.0, 5.0, 5.0, 1.0]",inv-sim
crane-bird,crane,bird,"[9.0, 0.0, 9.0, 8.0, 9.0, 6.0, 9.0, 9.0, 2.0, 7.0, 9.7, 8.0, 10.0, 10.0, 2.0, 10.0, 7.0, 10.0, 5.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 5.0, 10.0, 9.0, 0.0, 9.0, 8.0, 10.0, 8.0, 8.0, 7.0, 10.0, 10.0, 9.0, 10.0, 8.0, 6.0, 6.0, 9.0, 9.0, 9.5, 10.0, 10.0, 9.0]",inv-sim
chemistry-physics,chemistry,physics,"[6.0, 10.0, 7.0, 3.0, 6.0, 6.0, 8.0, 7.0, 6.0, 7.0, 8.1, 7.0, 10.0, 5.0, 4.0, 8.0, 6.0, 10.0, 8.0, 9.0, 8.0, 8.5, 6.0, 9.0, 5.0, 7.0, 9.0, 6.0, 10.0, 6.0, 8.0, 3.0, 6.0, 8.0, 7.0, 7.0, 2.0, 8.0, 10.0, 9.0, 9.0, 6.0, 8.0, 8.0, 9.0, 8.0, 4.0, 3.0, 9.5, 8.0]",inv-sim
card-credit,card,credit,"[7.0, 1.0, 7.0, 9.0, 7.0, 7.0, 9.0, 8.0, 8.0, 6.0, 5.6, 6.0, 9.0, 5.0, 1.0, 9.0, 9.0, 10.0, 6.0, 7.0, 6.0, 6.0, 8.0, 10.0, 9.0, 8.0, 6.0, 4.0, 5.0, 8.0, 8.5, 3.0, 5.0, 8.0, 4.0, 7.0, 8.0, 5.0, 2.0, 9.0, 2.0, 5.0, 3.0, 7.0, 8.0, 9.0, 8.0, 8.0, 8.0, 4.0]",inv-sim
calculation-dividend,calculation,dividend,"[3.0, 10.0, 9.0, 6.0, 6.0, 8.0, 3.0, 6.5, 6.0, 4.0, 9.3, 7.0, 10.0, 7.0, 1.0, 5.0, 5.0, 7.0, 7.0, 7.0, 3.0, 4.0, 8.0, 9.0, 2.0, 6.0, 6.0, 7.0, 8.0, 3.0, 8.0, 6.0, 4.0, 3.0, 4.0, 8.0, 6.8, 3.0, 2.0, 6.0, 10.0, 5.0, 6.0, 6.0, 8.0, 6.0, 7.0, 5.0, 7.0, 2.0]",inv-sim
brandy-vodka,brandy,vodka,"[6.0, 10.0, 7.0, 4.0, 8.0, 6.0, 8.0, 7.0, 5.0, 7.0, 9.1, 7.0, 4.0, 7.0, 0.0, 6.0, 3.0, 10.0, 7.0, 6.0, 5.0, 8.5, 6.0, 8.0, 8.0, 7.0, 8.0, 7.0, 9.0, 8.0, 7.0, 2.0, 6.0, 7.0, 7.0, 9.0, 8.0, 4.0, 9.0, 8.0, 9.0, 8.0, 4.0, 5.0, 9.0, 8.0, 8.0, 8.0, 7.0, 9.0]",inv-sim
artifact-cup,artifact,cup,"[0.0, 0.0, 2.0, 0.0, 2.0, 4.0, 2.0, 1.0, 3.0, 2.0, 2.8, 2.0, 0.0, 0.0, 0.0, 3.0, 1.0, 7.0, 5.0, 0.0, 7.0, 3.0, 1.0, 10.0, 2.0, 2.0, 5.0, 2.0, 4.0, 3.0, 4.0, 2.0, 4.0, 3.0, 2.0, 4.0, 4.0, 2.0, 2.0, 5.0, 4.0, 3.0, 1.0, 4.0, 5.0, 7.0, 2.0, 3.0, 9.0, 1.0]",inv-sim
architecture-observation,architecture,observation,"[0.0, 0.0, 0.0, 0.0, 3.0, 5.0, 5.0, 4.0, 0.0, 2.0, 0.1, 6.0, 0.0, 2.0, 1.0, 5.0, 2.0, 6.0, 6.0, 0.0, 8.0, 3.0, 1.0, 3.0, 4.0, 3.0, 4.0, 1.0, 1.0, 3.0, 6.0, 2.0, 2.0, 2.0, 4.0, 2.0, 8.5, 5.0, 4.0, 4.0, 1.0, 5.0, 3.0, 3.0, 8.0, 5.0, 0.0, 3.0, 3.0, 0.0]",inv-sim
yen-dollar,yen,dollar,"[1.0, 4.0, 1.0, 3.0, 0.2, 2.0, 8.0, 2.0, 3.0, 6.0, 2.0, 6.0, 8.0, 2.0, 1.0, 0.3, 1.0, 4.0, 0.0, 8.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 2.0, 5.0, 4.0, 2.0, 0.0, 6.0, 0.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 4.0, 6.0, 2.5, 2.0, 4.0, 2.0, 1.0, 7.0, 1.0]",inv-dis
year-start,year,start,"[9.0, 4.0, 3.0, 7.0, 7.0, 10.0, 10.0, 8.0, 7.0, 1.0, 7.0, 9.7, 1.0, 8.0, 9.0, 8.0, 8.0, 9.0, 5.0, 5.0, 10.0, 9.0, 5.0, 5.0, 8.0, 9.0, 8.0, 5.0, 8.0, 10.0, 6.0, 0.0, 2.0, 6.0, 7.0, 7.0, 10.0, 9.0, 10.0, 4.0, 10.0, 8.0, 10.0, 9.0, 5.0, 6.0, 1.0, 7.5]",inv-dis
